date,variant,symbol,name,bucket,industry,market_regime,shares,previous_shares,close,previous_close,market_value,previous_market_value,position_weight,average_cost,cost_basis,unrealized_pnl,unrealized_pnl_pct,realized_pnl_today,unrealized_pnl_today,total_pnl_today,fees_allocated_today,tax_allocated_today,slippage_allocated_today,entry_date,holding_days,last_buy_date,last_sell_date,entry_signal,latest_signal,exit_signal_today,replacement_sell_candidate,replacement_buy_competitor,relative_strength,ma20,ma60,ma120,ma250,ma20_slope_10d,ma120_slope_20d,stock_q_blended,industry_q_blended,expected_edge_score,score_components_json,thesis_still_valid,fundamental_break,cycle_peak_trap,costing_method,allocation_method,trace_quality_flag
2023-04-12,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,600036.sh,招商银行,defensive_dividend,银行,neutral,300.0,300.0,27.29,27.02,8187.0,8106.0,0.16419210168327253,27.67383,8302.149,-115.1489999999999,-0.013869782390077523,0.0,80.99999999999987,80.99999999999987,0.0,0.0,0.0,2023-04-04,6,2023-04-04,,满足 defensive BUY_1。,HOLD,,False,False,,27.583000000000006,30.261499999999998,28.462,29.19824,-0.04087487177703952,0.005256682697684756,18.35571997723392,20.86182669789227,,{},True,False,False,FIFO_APPROX_AVG_COST,TRADE_SYMBOL_DIRECT,FULLY_SUPPORTED_MARK_TO_MARKET
2023-04-12,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,601318.sh,中国平安,defensive_dividend,非银金融,neutral,100.0,100.0,37.76,38.24,3776.0,3824.0,0.0757285178888527,37.948965,3794.8965000000003,-18.896500000000316,-0.004979450691211307,0.0,-48.0000000000004,-48.0000000000004,0.0,0.0,0.0,2023-04-07,6,2023-04-07,,满足 defensive BUY_1。,HOLD,,False,False,,38.45,40.88283333333333,38.35308333333333,36.73128,-0.029052663476471063,0.017685338946884066,17.25370804059329,18.14761195089064,,{},True,False,False,FIFO_APPROX_AVG_COST,TRADE_SYMBOL_DIRECT,FULLY_SUPPORTED_MARK_TO_MARKET
2023-04-13,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,600036.sh,招商银行,defensive_dividend,银行,neutral,300.0,300.0,27.67,27.29,8301.0,8187.0,0.1659757661758194,27.67383,8302.149,-1.148999999999134,-0.00013839790155523168,0.0,114.00000000000077,114.00000000000077,0.0,0.0,0.0,2023-04-04,7,2023-04-04,,满足 defensive BUY_1。,HOLD,,False,False,,27.539499999999997,30.17966666666667,28.488749999999996,29.15196,-0.035461613897450395,0.006340683698790928,18.928488468558154,21.884522627323022,,{},True,False,False,FIFO_APPROX_AVG_COST,TRADE_SYMBOL_DIRECT,FULLY_SUPPORTED_MARK_TO_MARKET
2023-04-13,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,601318.sh,中国平安,defensive_dividend,非银金融,neutral,100.0,100.0,38.13,37.76,3813.0000000000005,3776.0,0.07623968153576671,37.948965,3794.8965000000003,18.10350000000014,0.00477048583538453,0.0,37.000000000000455,37.000000000000455,0.0,0.0,0.0,2023-04-07,7,2023-04-07,,满足 defensive BUY_1。,HOLD,,False,False,,38.4085,40.78983333333334,38.38866666666667,36.72548,-0.02447170578075797,0.01822650734497744,16.013760817137182,16.5885941268265,,{},True,False,False,FIFO_APPROX_AVG_COST,TRADE_SYMBOL_DIRECT,FULLY_SUPPORTED_MARK_TO_MARKET
2023-04-14,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,600036.sh,招商银行,defensive_dividend,银行,neutral,300.0,300.0,28.48,27.67,8544.0,8301.0,0.16933792289666738,27.67383,8302.149,241.85100000000048,0.029131132192399933,0.0,242.9999999999996,242.9999999999996,0.0,0.0,0.0,2023-04-04,8,2023-04-04,,满足 defensive BUY_1。,HOLD,,False,False,,27.5265,30.101999999999997,28.523166666666665,29.106039999999997,-0.02928730119547207,0.007618711177838522,20.307746979388767,22.200283587380362,,{},True,False,False,FIFO_APPROX_AVG_COST,TRADE_SYMBOL_DIRECT,FULLY_SUPPORTED_MARK_TO_MARKET
2023-04-14,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,601318.sh,中国平安,defensive_dividend,非银金融,neutral,100.0,100.0,40.12,38.13,4011.9999999999995,3813.0000000000005,0.07951588795194632,37.948965,3794.8965000000003,217.10349999999963,0.05720933364058789,0.0,198.9999999999995,198.9999999999995,0.0,0.0,0.0,2023-04-07,8,2023-04-07,,满足 defensive BUY_1。,HOLD,,False,False,,38.421499999999995,40.69949999999999,38.431333333333335,36.71884000000001,-0.018256847914963403,0.019024849414229106,16.69159872385679,17.050336760014183,,{},True,False,False,FIFO_APPROX_AVG_COST,TRADE_SYMBOL_DIRECT,FULLY_SUPPORTED_MARK_TO_MARKET
2023-04-17,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,600036.sh,招商银行,defensive_dividend,银行,risk_on,300.0,300.0,28.96,28.48,8688.0,8544.0,0.1713159201021052,27.67383,8302.149,385.8510000000006,0.04647603891474361,0.0,144.00000000000014,144.00000000000014,0.0,0.0,0.0,2023-04-04,9,2023-04-04,,满足 defensive BUY_1。,HOLD,,False,False,,27.5685,30.027666666666665,28.565916666666666,29.06548,-0.020935435755380483,0.009619321110374779,23.4019085505908,26.28968253968254,,{},True,False,False,FIFO_APPROX_AVG_COST,TRADE_SYMBOL_DIRECT,FULLY_SUPPORTED_MARK_TO_MARKET
2023-04-17,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,601318.sh,中国平安,defensive_dividend,非银金融,risk_on,100.0,100.0,41.26,40.12,4126.0,4011.9999999999995,0.08135928710189756,37.948965,3794.8965000000003,331.1034999999997,0.08724967861442323,0.0,114.00000000000009,114.00000000000009,0.0,0.0,0.0,2023-04-07,9,2023-04-07,,满足 defensive BUY_1。,HOLD,,False,False,,38.485499999999995,40.61833333333334,38.49358333333334,36.724399999999996,-0.010706390416945322,0.020222321856495862,22.916666666666664,22.41269841269841,,{},True,False,False,FIFO_APPROX_AVG_COST,TRADE_SYMBOL_DIRECT,FULLY_SUPPORTED_MARK_TO_MARKET
2023-04-18,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,600036.sh,招商银行,defensive_dividend,银行,risk_on,300.0,300.0,28.78,28.96,8634.0,8688.0,0.17050663584865042,27.67383,8302.149,331.8510000000007,0.03997169889386476,0.0,-53.99999999999994,-53.99999999999994,0.0,0.0,0.0,2023-04-04,10,2023-04-04,,满足 defensive BUY_1。,HOLD,,False,False,,27.646499999999996,29.94783333333333,28.61675,29.025560000000002,-0.013558596328474892,0.011663259113486202,25.712770993089087,28.123781193191206,,{},True,False,False,FIFO_APPROX_AVG_COST,TRADE_SYMBOL_DIRECT,FULLY_SUPPORTED_MARK_TO_MARKET
2023-04-18,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,601318.sh,中国平安,defensive_dividend,非银金融,risk_on,100.0,100.0,41.04,41.26,4104.0,4126.0,0.08104693462159616,37.948965,3794.8965000000003,309.1034999999998,0.08145241905806921,0.0,-21.999999999999886,-21.999999999999886,0.0,0.0,0.0,2023-04-07,10,2023-04-07,,满足 defensive BUY_1。,HOLD,,False,False,,38.6375,40.560500000000005,38.568333333333335,36.73148,-0.0030833139819903543,0.021628088702094095,25.671341218688767,26.53143518190618,,{},True,False,False,FIFO_APPROX_AVG_COST,TRADE_SYMBOL_DIRECT,FULLY_SUPPORTED_MARK_TO_MARKET
2023-04-19,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,600036.sh,招商银行,defensive_dividend,银行,risk_on,300.0,300.0,28.27,28.78,8481.0,8634.0,0.16786305998558304,27.67383,8302.149,178.85100000000023,0.02154273550137442,0.0,-153.00000000000045,-153.00000000000045,0.0,0.0,0.0,2023-04-04,11,2023-04-04,,满足 defensive BUY_1。,HOLD,,False,False,,27.709999999999997,29.8615,28.679083333333335,28.99004,-0.007254814151365974,0.014123810983156293,24.902207082534954,28.271320024541033,,{},True,False,False,FIFO_APPROX_AVG_COST,TRADE_SYMBOL_DIRECT,FULLY_SUPPORTED_MARK_TO_MARKET
2023-04-19,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,601318.sh,中国平安,defensive_dividend,非银金融,risk_on,100.0,100.0,41.43,41.04,4143.0,4104.0,0.08200172827735769,37.948965,3794.8965000000003,348.1034999999998,0.09172937918069701,0.0,39.0,39.0,0.0,0.0,0.0,2023-04-07,11,2023-04-07,,满足 defensive BUY_1。,HOLD,,False,False,,38.757000000000005,40.50883333333333,38.6575,36.74416,0.0030279503105590244,0.02331686226065477,25.489593657086225,24.37316532162915,,{},True,False,False,FIFO_APPROX_AVG_COST,TRADE_SYMBOL_DIRECT,FULLY_SUPPORTED_MARK_TO_MARKET
2023-04-20,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,600036.sh,招商银行,defensive_dividend,银行,risk_on,300.0,300.0,27.78,28.27,8334.0,8481.0,0.16611081999175992,27.67383,8302.149,31.851000000000695,0.0038364765556484492,0.0,-146.99999999999955,-146.99999999999955,0.0,0.0,0.0,2023-04-04,12,2023-04-04,,满足 defensive BUY_1。,HOLD,,False,False,,27.732499999999998,29.771666666666665,28.73575,28.953280000000003,-0.0025177591943170707,0.016127606407430495,22.325483520121058,27.87553951744145,,{},True,False,False,FIFO_APPROX_AVG_COST,TRADE_SYMBOL_DIRECT,FULLY_SUPPORTED_MARK_TO_MARKET
2023-04-20,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,601318.sh,中国平安,defensive_dividend,非银金融,risk_on,100.0,100.0,39.38,41.43,3938.0000000000005,4143.0,0.07849104981132117,37.948965,3794.8965000000003,143.10350000000014,0.03770946058739688,0.0,-204.9999999999997,-204.9999999999997,0.0,0.0,0.0,2023-04-07,12,2023-04-07,,满足 defensive BUY_1。,HOLD,,False,False,,38.8715,40.46283333333334,38.74975,36.755,0.008797768117822624,0.024818396600666537,25.946437415976792,25.70190334677705,,{},True,False,False,FIFO_APPROX_AVG_COST,TRADE_SYMBOL_DIRECT,FULLY_SUPPORTED_MARK_TO_MARKET
2023-04-21,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,600036.sh,招商银行,defensive_dividend,银行,neutral,300.0,300.0,26.88,27.78,8064.0,8334.0,0.16170909383095428,27.67383,8302.149,-238.14899999999994,-0.028685223548746253,0.0,-270.0000000000006,-270.0000000000006,0.0,0.0,0.0,2023-04-04,13,2023-04-04,,满足 defensive BUY_1。,HOLD,,False,False,,27.6975,29.669166666666666,28.790499999999998,28.914360000000002,-0.0011900254232701801,0.017826682575456276,20.57910906298003,25.7986798679868,,{},True,False,False,FIFO_APPROX_AVG_COST,TRADE_SYMBOL_DIRECT,FULLY_SUPPORTED_MARK_TO_MARKET
2023-04-21,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,601318.sh,中国平安,defensive_dividend,非银金融,neutral,100.0,100.0,39.04,39.38,3904.0,3938.0000000000005,0.07828773590228738,37.948965,3794.8965000000003,109.1034999999998,0.02875005945484932,0.0,-34.00000000000034,-34.00000000000034,0.0,0.0,0.0,2023-04-07,13,2023-04-07,,满足 defensive BUY_1。,HOLD,,False,False,,38.8645,40.37833333333333,38.82533333333333,36.760239999999996,0.00993971207317701,0.02577064238362481,20.904290429042902,18.666666666666664,,{},True,False,False,FIFO_APPROX_AVG_COST,TRADE_SYMBOL_DIRECT,FULLY_SUPPORTED_MARK_TO_MARKET
2023-04-24,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,600036.sh,招商银行,defensive_dividend,银行,neutral,300.0,300.0,27.31,26.88,8193.0,8064.0,0.16358148812211903,27.67383,8302.149,-109.14900000000003,-0.013147077943313268,0.0,128.99999999999991,128.99999999999991,0.0,0.0,0.0,2023-04-04,14,2023-04-04,,满足 defensive BUY_1。,HOLD,,False,False,,27.656,29.545,28.837666666666667,28.8718,-0.001263948575349283,0.019416074306032316,18.015873015873012,25.724605923517352,,{},True,False,False,FIFO_APPROX_AVG_COST,TRADE_SYMBOL_DIRECT,FULLY_SUPPORTED_MARK_TO_MARKET
2023-04-24,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,601166.sh,兴业银行,defensive_dividend,银行,neutral,400.0,0.0,13.42,13.08,5368.0,0.0,0.10717752083968449,13.116554999999998,5246.621999999999,121.3780000000007,0.023134504448767412,0.0,121.3780000000007,121.3780000000007,1.5739865999999996,0.0,0.0,2023-04-25,14,2023-04-25,,满足 defensive BUY_1。,BUY_1,,False,False,,13.157,13.150166666666667,13.193333333333333,13.72952,0.019329846988185295,0.009487859620485706,14.186507936507937,25.724605923517352,85.5899,"{""dividend_or_shareholder_return"": 100.0, ""industry_concentration_penalty"": 0.0, ""lot_fit_penalty"": 0.0, ""quality_score"": 97.3835, ""relative_strength"": 50.0, ""trend_confirmation"": 70.0, ""valuation_depth"": 85.8135, ""weak_holding_penalty"": 0.0}",True,False,False,FIFO_APPROX_AVG_COST,TRADE_SYMBOL_DIRECT,PARTIALLY_SUPPORTED_AVG_COST_FIFO_APPROX
2023-04-24,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,601318.sh,中国平安,defensive_dividend,非银金融,neutral,100.0,100.0,38.73,39.04,3872.9999999999995,3904.0,0.07732834169375893,37.948965,3794.8965000000003,78.10349999999957,0.020581193716350255,0.0,-31.000000000000227,-31.000000000000227,0.0,0.0,0.0,2023-04-07,14,2023-04-07,,满足 defensive BUY_1。,HOLD,,False,False,,38.8745,40.28333333333333,38.89816666666666,36.762640000000005,0.01012082629595934,0.026650625411020146,19.85982893899767,17.719940623453738,,{},True,False,False,FIFO_APPROX_AVG_COST,TRADE_SYMBOL_DIRECT,FULLY_SUPPORTED_MARK_TO_MARKET
2023-04-25,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,600036.sh,招商银行,defensive_dividend,银行,neutral,300.0,300.0,27.1,27.31,8130.0,8193.0,0.16265162757922644,27.67383,8302.149,-172.1489999999992,-0.020735474634338558,0.0,-62.999999999999176,-62.999999999999176,0.0,0.0,0.0,2023-04-04,15,2023-04-04,,满足 defensive BUY_1。,HOLD,,False,False,,27.647,29.41166666666667,28.89475,28.82668,0.0007963800904977614,0.021479115971317908,19.139457468659252,29.01554330931185,,{},True,False,False,FIFO_APPROX_AVG_COST,TRADE_SYMBOL_DIRECT,FULLY_SUPPORTED_MARK_TO_MARKET
2023-04-25,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,601166.sh,兴业银行,defensive_dividend,银行,neutral,400.0,400.0,13.4,13.42,5360.0,5368.0,0.1072340373708061,13.116554999999998,5246.621999999999,113.37800000000087,0.0216097138311091,0.0,-7.9999999999998295,-7.9999999999998295,0.0,0.0,0.0,2023-04-25,15,2023-04-25,,满足 defensive BUY_1。,HOLD,,False,False,,13.188999999999998,13.139666666666667,13.211749999999999,13.71372,0.02010983061334981,0.011200051025289426,21.73010364284534,29.01554330931185,,{},True,False,False,FIFO_APPROX_AVG_COST,TRADE_SYMBOL_DIRECT,FULLY_SUPPORTED_MARK_TO_MARKET
2023-04-25,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,601318.sh,中国平安,defensive_dividend,非银金融,neutral,100.0,100.0,38.43,38.73,3843.0,3872.9999999999995,0.07688440403283729,37.948965,3794.8965000000003,48.103499999999855,0.012675839775867281,0.0,-29.999999999999716,-29.999999999999716,0.0,0.0,0.0,2023-04-07,15,2023-04-07,,满足 defensive BUY_1。,HOLD,,False,False,,38.87949999999999,40.19349999999999,38.97616666666667,36.76336,0.011354472855916509,0.02783442625832877,19.018086759926526,18.39112618341105,,{},True,False,False,FIFO_APPROX_AVG_COST,TRADE_SYMBOL_DIRECT,FULLY_SUPPORTED_MARK_TO_MARKET
2023-04-26,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,600036.sh,招商银行,defensive_dividend,银行,neutral,300.0,300.0,25.91,27.1,7773.0,8130.0,0.15533222557600454,27.67383,8302.149,-529.1489999999997,-0.06373638921681601,0.0,-357.00000000000045,-357.00000000000045,0.0,0.0,0.0,2023-04-04,16,2023-04-04,,满足 defensive BUY_1。,HOLD,,False,False,,27.618000000000002,29.2885,28.953083333333332,28.79448,0.0012688975093353427,0.023405627836967646,18.48548775307943,27.498599439775912,,{},True,False,False,FIFO_APPROX_AVG_COST,TRADE_SYMBOL_DIRECT,FULLY_SUPPORTED_MARK_TO_MARKET
